Species,AOO
Aegiphila_vitelliniflora,1208
Aegiphila_wigandioides,51
Aeglopsis_chevalieri,107
Aeglopsis_eggelingii,0
Aequatorium_asterotrichum,14
Aequatorium_cajamarcense,29
Aequatorium_carpishense,0
Aequatorium_jamesonii,39
Aequatorium_lepidotum,0
Aequatorium_limonense,0
Aequatorium_repandiforme,24
Aequatorium_rimachianum,0
Aequatorium_stellatopilosum,33
Aequatorium_verrucosum,73
Aeschynomene_burttii,43
Aeschynomene_ciliata,598
Aeschynomene_elaphroxylon,158
Aeschynomene_megalophylla,84
Aeschynomene_pararubrofarinacea,101
Aeschynomene_schliebenii,192
Aesculus_assamica,86
Aesculus_californica,3926
Aesculus_chinensis,181
Aesculus_flava,4838
Aesculus_glabra,5499
Aesculus_hippocastanum,34
Aesculus_indica,90
Aesculus_parryi,220
Aesculus_parviflora,313
Aesculus_pavia,3552
Aesculus_sylvatica,945
Aesculus_turbinata,430
Aesculus_wangii,31
Aetoxylon_sympetalum,24
Aextoxicon_punctatum,217
Afraegle_paniculata,326
Afrocanthium_burttii,160
Afrocanthium_gilfillanii,172
Afrocanthium_keniense,59
Afrocanthium_kilifiense,88
Afrocanthium_lactescens,278
Afrocanthium_mundianum,483
Afrocanthium_ngonii,0
Afrocanthium_parasiebenlistii,38
Afrocanthium_peteri,68
Afrocanthium_pseudorandii,74
Afrocanthium_pseudoverticillatum,230
Afrocanthium_racemulosum,62
Afrocanthium_rondoense,19
Afrocanthium_salubenii,14
Afrocanthium_shabanii,39
Afrocanthium_siebenlistii,117
Afrocanthium_vollesenii,14
Afrolicania_elaeosperma,348
Afrostyrax_kamerunensis,477
Afrostyrax_lepidophyllus,821
Afrostyrax_macranthus,39
Afrotrewia_kamerunica,29
Afzelia_africana,521
Afzelia_bella,785
Afzelia_bipindensis,648
Afzelia_javanica,0
Afzelia_pachyloba,186
Afzelia_parviflora,239
Afzelia_peturei,14
Afzelia_quanzensis,897
Afzelia_rhomboidea,34
Afzelia_xylocarpa,37
Aganope_impressa,103
Aganope_leucobotrya,357
Aganope_stuhlmannii,1339
Agapetes_pilifera,0
Agarista_boliviensis,185
Agarista_bracamorensis,14
Agarista_duckei,78
Agarista_eucalyptoides,675
Agarista_glaberrima,343
Agarista_mexicana,757
Agarista_minensis,26
Agarista_niederleinii,382
Agarista_oleifolia,1056
Agarista_pulchra,215
Agarista_revoluta,518
Agarista_salicifolia,1124
Agarista_uleana,46
Agasthiyamalaia_pauciflora,0
Agelaea_borneensis,313
Agelaea_macrophylla,53
Agelaea_trinervis,117
Ageratina_gloeoclada,75
Ageratina_havanensis,1521
Ageratina_illita,79
Ageratina_macbridei,43
Ageratina_mairetiana,1765
Ageratina_popayanensis,950
Aglaia_agglomerata,141
Aglaia_aherniana,0
Aglaia_amplexicaulis,0
Aglaia_angustifolia,34
Aglaia_apiocarpa,0
Aglaia_archboldiana,0
Aglaia_argentea,443
Aglaia_australiensis,117
Aglaia_barbanthera,19
Aglaia_basiphylla,0
Aglaia_beccarii,0
Aglaia_brassii,109
Aglaia_brownii,1092
Aglaia_chittagonga,18
Aglaia_conferta,24
Aglaia_cooperae,33
Aglaia_coriacea,0
Aglaia_costata,0
Aglaia_crassinervia,93
Aglaia_cremea,34
Aglaia_cucullata,0
Aglaia_cumingiana,23
Aglaia_cuspidata,0
Aglaia_edulis,43
Aglaia_elaeagnoidea,1013
Aglaia_elliptica,293
Aglaia_erythrosperma,0
Aglaia_euryanthera,236
Aglaia_evansensis,0
Aglaia_eximia,24
Aglaia_exstipulata,29
Aglaia_flavescens,24
Aglaia_flavida,29
Aglaia_forbesii,68
Aglaia_foveolata,29
Aglaia_fragilis,0
Aglaia_glabrata,14
Aglaia_gracilis,0
Aglaia_grandis,19
Aglaia_hiernii,39
Aglaia_ijzermannii,14
Aglaia_integrifolia,0
Aglaia_korthalsii,63
Aglaia_lancilimba,19
Aglaia_lawii,583
Aglaia_laxiflora,19
Aglaia_lepidopetala,58
Aglaia_lepiorrhachis,63
Aglaia_leptantha,93
Aglaia_leucoclada,38
Aglaia_leucophylla,127
Aglaia_luzoniensis,58
Aglaia_mackiana,0
Aglaia_macrocarpa,58
Aglaia_macrostigma,0
Aglaia_malaccensis,19
Aglaia_mariannensis,14
Aglaia_monozyga,0
Aglaia_multinervis,0
Aglaia_odorata,163
Aglaia_odoratissima,225
Aglaia_oligophylla,83
Aglaia_pachyphylla,34
Aglaia_palembanica,19
Aglaia_pannelliana,0
Aglaia_parksii,0
Aglaia_parviflora,156
Aglaia_penningtoniana,0
Aglaia_perviridis,41
Aglaia_pinnata,12
Aglaia_polyneura,14
Aglaia_puberulanthera,24
Aglaia_pyriformis,0
Aglaia_ramotricha,0
Aglaia_rimosa,394
Aglaia_rivularis,44
Aglaia_rubiginosa,14
Aglaia_rubrivenia,0
Aglaia_rufibarbis,0
Aglaia_rufinervis,14
Aglaia_saltatorum,14
Aglaia_samoensis,150
Aglaia_sapindina,1960
Aglaia_scortechinii,14
Aglaia_sexipetala,88
Aglaia_silvestris,435
Aglaia_simplicifolia,78
Aglaia_smithii,19
Aglaia_speciosa,0
Aglaia_squamulosa,34
Aglaia_subcuprea,92
Aglaia_subminutiflora,209
Aglaia_tenuicaulis,19
Aglaia_teysmanniana,24
Aglaia_tomentosa,903
Aglaia_unifolia,0
Aglaia_vitiensis,0
Agonandra_brasiliensis,5017
Agonandra_excelsa,2172
Agonandra_fluminensis,18
Agonandra_goldbergiana,14
Agonandra_macrocarpa,193
Agonandra_obtusifolia,356
Agonandra_ovatifolia,18
Agonandra_peruviana,370
Agonandra_racemosa,1101
Agonandra_silvatica,1044
Agonis_flexuosa,1220
Agouticarpa_curviflora,880
Agouticarpa_grandistipula,93
Agouticarpa_hirsuta,98
Agouticarpa_isernii,451
Agouticarpa_velutina,171
Agouticarpa_williamsii,577
Agrostistachys_borneensis,137
Agrostistachys_gaudichaudii,19
Agrostistachys_hookeri,14
Agrostistachys_indica,58
Aguiaria_excelsa,39
Aidia_abeidii,49
Aidia_borneensis,39
Aidia_canthioides,319
Aidia_chantonea,19
Aidia_cochinchinensis,577
Aidia_congesta,32
Aidia_densiflora,166
Aidia_gardneri,14
Aidia_genipiflora,728
Aidia_henryi,62
Aidia_micrantha,2871
Aidia_ochroleuca,290
Aidia_oxyodonta,41
Aidia_parvifolia,0
Aidia_pycnantha,204
Aidia_quintasii,54
Aidia_racemosa,3954
Aidia_rhacodosepala,206
Aidia_rubens,245
Aidia_vieillardii,22
Aidia_vitiensis,0
Aidia_wattii,0
Aidia_waugia,24
Aidia_yunnanensis,13
Aidiopsis_orophila,0
Ailanthus_altissima,19541
Ailanthus_excelsa,0
Ailanthus_fordii,13
Ailanthus_integrifolia,97
Ailanthus_triphysa,23
Aiouea_acarodomatifera,301
Aiouea_angulata,39
Aiouea_benthamiana,78
Aiouea_bracteata,55
Aiouea_costaricensis,446
Aiouea_dubia,348
Aiouea_grandifolia,449
Aiouea_guatemalensis,47
Aiouea_guianensis,381
Aiouea_impressa,73
Aiouea_laevis,429
Aiouea_lehmannii,44
Aiouea_longipetiolata,39
Aiouea_macedoana,33
Aiouea_maguireana,211
Aiouea_myristicoides,211
Aiouea_obscura,82
Aiouea_opaca,0
Aiouea_parvissima,23
Aiouea_piauhyensis,399
Aiouea_saligna,1868
Aiouea_tomentella,182
Aiouea_trinervis,1386
Aiphanes_chiribogensis,93
Aiphanes_deltoidea,68
Aiphanes_duquei,34
Aiphanes_eggersii,59
Aiphanes_erinacea,305
Aiphanes_gelatinosa,34
Aiphanes_grandis,34
Aiphanes_hirsuta,748
Aiphanes_horrida,1264
Aiphanes_linearis,132
Aiphanes_macroloba,83
Aiphanes_minima,57
Aiphanes_pilaris,0
Aiphanes_tricuspidata,226
Aiphanes_ulei,467
Aiphanes_verrucosa,29
Airosperma_grandifolia,29
Airosperma_trichotomum,32
Airyantha_schweinfurthii,172
Aistopetalum_multiflorum,19
Aistopetalum_viticoides,83
Akania_bidwillii,1369
Akrosida_floribunda,0
Akrosida_macrophylla,0
Alangium_alpinum,22
Alangium_barbatum,253
Alangium_chinense,171
Alangium_grisolleoides,136
Alangium_havilandii,0
Alangium_javanicum,186
Alangium_kurzii,632
Alangium_longiflorum,78
Alangium_maliliense,14
Alangium_nobile,34
Alangium_platanifolium,1787
Alangium_premnifolium,39
Alangium_ridleyi,19
Alangium_rotundifolium,39
Alangium_salviifolium,85
Alangium_uniloculare,39
Alangium_villosum,3237
Alangium_yunnanense,0
Alberta_magna,93
Albizia_acle,28
Albizia_adianthifolia,2975
Albizia_adinocephala,883
Albizia_altissima,421
Albizia_amara,209
Albizia_androyensis,107
Albizia_anthelmintica,389
Albizia_antunesiana,295
Albizia_arenicola,209
Albizia_attopeuensis,22
Albizia_aurisparsa,202
Albizia_balabaka,62
Albizia_barinensis,68
Albizia_bernieri,422
Albizia_berteroana,120
Albizia_boinensis,137
Albizia_boivinii,417
Albizia_brevifolia,258
Albizia_burkartiana,83
Albizia_calcarea,17
Albizia_canescens,464
Albizia_carbonaria,488
Albizia_chevalieri,313
Albizia_chinensis,349
Albizia_coriaria,318
Albizia_coripatensis,61
Albizia_corniculata,276
Albizia_crassiramea,27
Albizia_decandra,73
Albizia_duclouxii,0
Albizia_edwallii,1246
Albizia_eriorhachis,0
Albizia_ferruginea,855
Albizia_forbesii,272
Albizia_garrettii,0
Albizia_glaberrima,877
Albizia_glabripetala,191
Albizia_grandibracteata,260
Albizia_greveana,112
Albizia_gummifera,1083
Albizia_harveyi,968
Albizia_inundata,2463
Albizia_isenbergiana,14
Albizia_jaubertiana,41
Albizia_julibrissin,5324
Albizia_kalkora,586
Albizia_laurentii,152
Albizia_lebbeck,1166
Albizia_lebbekoides,67
Albizia_leonardii,13
Albizia_lucidior,109
Albizia_mahalao,166
Albizia_mainaea,360
Albizia_malacophylla,97
Albizia_morombensis,27
Albizia_mossamedensis,0
Albizia_multiflora,550
Albizia_myriophylla,42
Albizia_nayaritensis,28
Albizia_niopoides,4570
Albizia_numidarum,33
Albizia_obbiadensis,0
Albizia_obliquifoliolata,88
Albizia_occidentalis,1022
Albizia_odorata,42
Albizia_odoratissima,246
Albizia_papuensis,0
Albizia_pedicellata,24
Albizia_perrieri,126
Albizia_petersiana,346
Albizia_philippinensis,0
Albizia_pistaciifolia,249
Albizia_poilanei,0
Albizia_polycephala,4264
Albizia_polyphylla,313
Albizia_procera,954
Albizia_retusa,220
Albizia_rhombifolia,28
Albizia_rosulata,0
Albizia_sahafariensis,43
Albizia_saponaria,164
Albizia_schimperiana,203
Albizia_sherriffii,17
Albizia_sinaloensis,114
Albizia_splendens,24
Albizia_subdimidiata,1736
Albizia_suluensis,21
Albizia_tanganyicensis,288
Albizia_thompsonii,41
Albizia_tomentella,19
Albizia_tomentosa,1371
Albizia_tulearensis,257
Albizia_verrucosa,0
Albizia_versicolor,929
Albizia_vialeana,0
Albizia_viridis,181
Albizia_welwitschii,0
Albizia_xerophytica,52
Albizia_zimmermannii,81
Albizia_zygia,2945
Alchornea_acutifolia,357
Alchornea_alnifolia,303
Alchornea_anamariae,104
Alchornea_bogotensis,230
Alchornea_brittonii,214
Alchornea_castaneifolia,1305
Alchornea_chiapasana,23
Alchornea_coelophylla,422
Alchornea_cordifolia,2824
Alchornea_costaricensis,1092
Alchornea_discolor,3593
Alchornea_floribunda,1316
Alchornea_fluviatilis,532
Alchornea_glandulosa,8511
Alchornea_grandiflora,1550
Alchornea_grandis,480
Alchornea_guatemalensis,14
Alchornea_hilariana,62
Alchornea_hirtella,1034
Alchornea_humbertii,81
Alchornea_integrifolia,0
Alchornea_latifolia,5099
Alchornea_laxiflora,652
Alchornea_lojaensis,29
Alchornea_megalophylla,254
Alchornea_mollis,13
Alchornea_occidentalis,19
Alchornea_parviflora,43
Alchornea_pearcei,396
Alchornea_perrieri,65
Alchornea_rugosa,996
Alchornea_sidifolia,1314
Alchornea_tachirensis,29
Alchornea_tiliifolia,224
Alchornea_triplinervia,10354
Alchornea_websteri,29
Alchorneopsis_floribunda,2333
Alchorneopsis_portoricensis,23
Aldina_aurea,0
Aldina_berryi,24
Aldina_discolor,108
Aldina_elliptica,19
Aldina_heterophylla,235
Aldina_insignis,44
Aldina_kunhardtiana,142
Aldina_latifolia,555
Aldina_macrophylla,59
Aldina_microphylla,44
Aldina_occidentalis,24
Aldina_paulberryi,0
Aldina_petiolulata,19
Aldina_polyphylla,39
Aldina_reticulata,44
Alectryon_cardiocarpus,14
Alectryon_carinatus,160
Alectryon_celebicus,24
Alectryon_coriaceus,790
Alectryon_diversifolius,1037
Alectryon_excelsus,3031
Alectryon_forsythii,347
Alectryon_fuscus,0
Alectryon_glaber,34
Alectryon_kimberleyanus,161
Alectryon_macrococcum,36
Alectryon_macrophyllus,151
Alectryon_mahoe,36
Alectryon_myrmecophilus,19
Alectryon_oleifolius,19673
Alectryon_pubescens,145
Alectryon_ramiflorus,26
Alectryon_repandodentatus,82
Alectryon_samoensis,0
Alectryon_serratus,24
Alectryon_strigosus,141
Alectryon_tropicus,196
Aleisanthiopsis_distantiflora,24
Aleisanthiopsis_multiflora,0
Aleurites_moluccanus,633
Aleurites_rockinghamensis,303
Alexa_bauhiniiflora,103
Alexa_canaracunensis,333
Alexa_confusa,343
Alexa_cowanii,34
Alexa_grandiflora,481
Alexa_herminiana,29
Alexa_imperatricis,239
Alexa_leiopetala,0
Alexa_surinamensis,34
Alexa_wachenheimii,152
Alfaroa_costaricensis,398
Alfaroa_guatemalensis,61
Alfaroa_manningii,82
Alfaroa_mexicana,191
Alfaroa_williamsii,510
Algernonia_amazonica,19
Algernonia_bahiensis,42
Algernonia_brasiliensis,68
Algernonia_dimitrii,27
Algernonia_gibbosa,27
Algernonia_glazioui,0
Algernonia_kuhlmannii,0
Algernonia_leandrii,280
Algernonia_obovata,92
Algernonia_paulae,0
Algernonia_riedelii,91
Alibertia_atlantica,300
Alibertia_bertierifolia,1170
Alibertia_claviflora,464
Alibertia_curviflora,43
Alibertia_dwyeri,34
Alibertia_edulis,12164
Alibertia_latifolia,1434
Alibertia_patinoi,376
Alibertia_sorbilis,220
Alibertia_utleyorum,116
Alibertia_verticillata,24
Allagoptera_caudescens,780
Allamanda_weberbaueri,44
Allanblackia_floribunda,786
Allanblackia_gabonensis,147
Allanblackia_kimbiliensis,24
Allanblackia_kisonghi,34
Allanblackia_marienii,44
Allanblackia_staneriana,19
Allanblackia_stuhlmannii,151
Allanblackia_ulugurensis,87
Allantoma_decandra,821
Allantoma_integrifolia,113
Allantoma_kuhlmannii,24
Allantoma_lineata,816
Allantoma_pachyantha,29
Allantoma_pauciramosa,29
Allantoma_pluriflora,112
Allantoma_uaupensis,19
Allantospermum_borneense,49
Allantospermum_multicaule,18
Alleizettella_rubra,0
Allexis_batangae,44
Allexis_cauliflora,39
Allexis_obanensis,29
Allexis_zygomorpha,0
Allocasuarina_acutivalvis,1742
Allocasuarina_campestris,2909
Allocasuarina_decaisneana,1308
Allocasuarina_decussata,385
Allocasuarina_dielsiana,387
Allocasuarina_diminuta,3139
Allocasuarina_duncanii,93
Allocasuarina_fraseriana,873
Allocasuarina_gymnanthera,1289
Allocasuarina_huegeliana,1381
Allocasuarina_hystricosa,77
Allocasuarina_inophloia,1701
Allocasuarina_littoralis,28678
Allocasuarina_luehmannii,14940
Allocasuarina_portuensis,24
Allocasuarina_striata,2029
Allocasuarina_tessellata,107
Allocasuarina_torulosa,18611
Allocasuarina_verticillata,21155
Allomaieta_hirsuta,117
Allomaieta_pancurana,127
Allomaieta_strigosa,83
Allomaieta_villosa,53
Allophylus_acutatus,0
Allophylus_africanus,3385
Allophylus_aldabricus,19
Allophylus_amazonicus,1027
Allophylus_amboinensis,56
Allophylus_amplissimus,0
Allophylus_angustatus,127
Allophylus_antunesii,0
Allophylus_bartlettii,0
Allophylus_bicruris,18
Allophylus_bongolavensis,0
Allophylus_borbonicus,0
Allophylus_brachypetalus,14
Allophylus_brachystachys,0
Allophylus_bullatus,142
Allophylus_camptoneurus,0
Allophylus_camptostachys,680
Allophylus_capillipes,0
Allophylus_caudatus,18
Allophylus_chaunostachys,264
Allophylus_chirindensis,13
Allophylus_cobbe,210
Allophylus_cominia,2818
Allophylus_congolanus,97
Allophylus_coriaceus,38
Allophylus_crassinervis,298
Allophylus_decipiens,303
Allophylus_densiflorus,24
Allophylus_dimorphus,0
Allophylus_dioicus,67
Allophylus_divaricatus,782
Allophylus_dodsonii,29
Allophylus_domingensis,18
Allophylus_dregeanus,153
Allophylus_dummeri,177
Allophylus_edulis,9950
Allophylus_excelsus,613
Allophylus_ferrugineus,809
Allophylus_floribundus,823
Allophylus_gentryi,77
Allophylus_glabratus,44
Allophylus_goudotii,127
Allophylus_grandiflorus,19
Allophylus_grandifolius,83
Allophylus_grotei,19
Allophylus_guaraniticus,1754
Allophylus_haitiensis,0
Allophylus_hallaei,49
Allophylus_hamatus,93
Allophylus_hayatae,0
Allophylus_hirsutus,0
Allophylus_hirtellus,132
Allophylus_imenoensis,14
Allophylus_incanus,240
Allophylus_jamaicensis,14
Allophylus_javensis,29
Allophylus_katangensis,0
Allophylus_laetevirens,19
Allophylus_laetus,335
Allophylus_lastoursvillensis,83
Allophylus_latifolius,122
Allophylus_laxiflorus,14
Allophylus_leptococcus,0
Allophylus_leucoclados,200
Allophylus_livescens,0
Allophylus_longicuneatus,24
Allophylus_longifolius,0
Allophylus_longipes,36
Allophylus_loretensis,335
Allophylus_macrodontus,0
Allophylus_mayimbensis,24
Allophylus_megaphyllus,78
Allophylus_melliodorus,88
Allophylus_micrococcus,19
Allophylus_mollis,265
Allophylus_multicostatus,0
Allophylus_myrianthus,206
Allophylus_natalensis,157
Allophylus_ngounyensis,14
Allophylus_nitidulus,122
Allophylus_paniculatus,231
Allophylus_parimensis,0
Allophylus_pauciflorus,695
Allophylus_persicifolius,0
Allophylus_peruvianus,234
Allophylus_pervillei,141
Allophylus_pilosus,709
Allophylus_poungouensis,34
Allophylus_pseudopaniculatus,108
Allophylus_psilospermus,1555
Allophylus_punctatus,1167
Allophylus_quercifolius,835
Allophylus_racemosus,3772
Allophylus_rapensis,0
Allophylus_repandifolius,0
Allophylus_reticulatus,13
Allophylus_rhomboidalis,42
Allophylus_rigidus,32
Allophylus_robustus,103
Allophylus_rubifolius,709
Allophylus_salignus,23
Allophylus_sapinii,14
Allophylus_scrobiculatus,203
Allophylus_serratus,14
Allophylus_stenodictyus,98
Allophylus_strictus,1285
Allophylus_talbotii,73
Allophylus_tanzaniensis,73
Allophylus_torrei,0
Allophylus_ujori,14
Allophylus_vestitus,24
Allophylus_villosus,0
Allophylus_zenkeri,24
Allophylus_zeylanicus,19
Allosyncarpia_ternata,926
Alloxylon_brachycarpum,102
Alloxylon_flammeum,278
Alloxylon_pinnatum,462
Alloxylon_wickhamii,272
Alluaudia_ascendens,40
Alluaudia_comosa,107
Alluaudia_dumosa,143
Alluaudia_montagnacii,17
Alluaudia_procera,192
Alluaudiopsis_fiherenensis,112
Alniphyllum_eberhardtii,58
Alniphyllum_fortunei,766
Alniphyllum_pterospermum,482
Alnus_acuminata,6303
Alnus_alnobetula,7768
Alnus_cordata,808
Alnus_cremastogyne,183
Alnus_fauriei,346
Alnus_ferdinandi-coburgii,83
Alnus_firma,1042
Alnus_formosana,683
Alnus_glutinosa,34271
Alnus_hirsuta,1220
Alnus_incana,125294
Alnus_japonica,735
Alnus_jorullensis,2201
Alnus_lanata,13
Alnus_mandshurica,18
Alnus_maritima,128
Alnus_matsumurae,316
Alnus_maximowiczii,492
Alnus_nepalensis,603
Alnus_nitida,48
Alnus_oblongifolia,760
Alnus_pendula,1201
Alnus_rhombifolia,6022
Alnus_rubra,7846
Alnus_serrulata,6104
Alnus_serrulatoides,251
Alnus_sieboldiana,1360
Alnus_subcordata,11
Alnus_trabeculosa,155
Aloe_africana,61
Aloe_alooides,17
Aloe_angelica,30
Aloe_antonii,0
Aloe_ballyi,44
Aloe_castanea,93
Aloe_comosa,33
Aloe_elata,14
Aloe_excelsa,27
Aloe_ferox,456
Aloe_gracilicaulis,14
Aloe_helenae,53
Aloe_littoralis,302
Aloe_marlothii,310
Aloe_mawii,66
Aloe_miskatana,0
Aloe_peyrierasii,0
Aloe_pluridens,66
Aloe_rupestris,60
Aloe_rupicola,0
Aloe_speciosa,86
Aloe_spectabilis,38
Aloe_spicata,142
Aloe_suzannae,40
Aloe_thraskii,33
Aloe_vaombe,113
Aloe_vaotsanda,35
Aloe_volkensii,142
Aloidendron_barberae,56
Aloidendron_dichotomum,430
Aloidendron_eminens,53
Aloidendron_pillansii,90
Aloidendron_ramosissimum,77
Aloysia_virgata,5099
Alphandia_furfuracea,23
Alphandia_resinosa,13
Alphandia_verniciflua,19
Alphitonia_carolinensis,0
Alphitonia_erubescens,27
Alphitonia_excelsa,25060
Alphitonia_ferruginea,112
Alphitonia_franguloides,0
Alphitonia_incana,106
Alphitonia_macrocarpa,283
Alphitonia_marquesensis,0
Alphitonia_oblata,1135
Alphitonia_petriei,1202
Alphitonia_philippinensis,72
Alphitonia_pomaderroides,1096
Alphitonia_ponderosa,27
Alphitonia_whitei,526
Alphonsea_boniana,85
Alphonsea_borneensis,0
Alphonsea_cylindrica,14
Alphonsea_elliptica,0
Alphonsea_gaudichaudiana,0
Alphonsea_hainanensis,31
Alphonsea_javanica,58
Alphonsea_johorensis,0
Alphonsea_kinabaluensis,19
Alphonsea_lucida,0
Alphonsea_maingayi,19
Alphonsea_malayana,0
Alphonsea_mollis,31
Alphonsea_monogyna,73
Alphonsea_siamensis,0
Alphonsea_squamosa,0
Alphonsea_tonquinensis,13
Alphonsea_ventricosa,0
Alphonsea_zeylanica,19
Alseis_blackiana,424
Alseis_costaricensis,164
Alseis_eggersii,157
Alseis_floribunda,3427
Alseis_hondurensis,56
Alseis_involuta,175
Alseis_labatioides,38
Alseis_latifolia,255
Alseis_longifolia,166
Alseis_lugonis,83
Alseis_microcarpa,199
Alseis_mutisii,130
Alseis_peruviana,155
Alseis_pickelii,864
Alseis_reticulata,144
Alseis_smithii,98
Alseis_yucatanensis,1125
Alseodaphne_archboldiana,29
Alseodaphne_bancana,24
Alseodaphne_borneensis,14
Alseodaphne_elmeri,24
Alseodaphne_insignis,29
Alseodaphne_khasyana,0
Alseodaphne_medogensis,18
Alseodaphne_montana,0
Alseodaphne_oblanceolata,0
Alseodaphne_paludosa,0
Alseodaphne_peduncularis,34
Alseodaphne_pendulifolia,0
Alseodaphne_perakensis,0
Alseodaphne_philippinensis,0
Alseodaphne_rubrolignea,0
Alseodaphne_semecarpifolia,28
Alseodaphne_tomentosa,0
Alseodaphne_utilis,0
Alseodaphne_wrayi,0
Alsodeiopsis_poggei,63
