Species,n
Rhamnus_xizangensis,3
Rhaphiolepis_ferruginea,3
Rhaphiolepis_indica,335
Rhaphiolepis_salicifolia,3
Rhaphiolepis_umbellata,70
Rhaphiostylis_beninensis,178
Rhaphiostylis_cordifolia,42
Rhaphithamnus_spinosus,56
Rhaphithamnus_venustus,10
Rhapis_excelsa,25
Rhapis_vidalii,6
Rhaptopetalum_beguei,48
Rhaptopetalum_breteleri,2
Rhaptopetalum_coriaceum,35
Rhaptopetalum_depressum,3
Rhaptopetalum_pachyphyllum,14
Rhaptopetalum_roseum,1
Rhaptopetalum_sindarense,14
Rhigospira_quadrangularis,178
Rhigozum_brevispinosum,75
Rhigozum_madagascariense,30
Rhigozum_obovatum,102
Rhigozum_zambesiacum,24
Rhizophora_apiculata,210
Rhizophora_mangle,1737
Rhizophora_mucronata,166
Rhizophora_racemosa,252
Rhizophora_samoensis,1
Rhizophora_stylosa,527
Rhodamnia_acuminata,42
Rhodamnia_angustifolia,7
Rhodamnia_arenaria,10
Rhodamnia_argentea,203
Rhodamnia_australis,143
Rhodamnia_blairiana,142
Rhodamnia_cinerea,38
Rhodamnia_costata,66
Rhodamnia_dumetorum,12
Rhodamnia_dumicola,106
Rhodamnia_fordii,25
Rhodamnia_glabrescens,23
Rhodamnia_glauca,131
Rhodamnia_hylandii,8
Rhodamnia_kamialiensis,1
Rhodamnia_lancifolia,6
Rhodamnia_latifolia,67
Rhodamnia_longisepala,4
Rhodamnia_maideniana,145
Rhodamnia_moluccana,20
Rhodamnia_mulleri,1
Rhodamnia_novoguineensis,17
Rhodamnia_pachyloba,9
Rhodamnia_pauciovulata,37
Rhodamnia_reticulata,4
Rhodamnia_rubescens,1949
Rhodamnia_sepicana,1
Rhodamnia_sessiliflora,126
Rhodamnia_sharpeana,37
Rhodamnia_whiteana,31
Rhodocolea_boivinii,14
Rhodocolea_involucrata,10
Rhodocolea_lemuriphila,4
Rhodocolea_multiflora,1
Rhodocolea_perrieri,1
Rhodocolea_racemosa,80
Rhodocolea_telfairiae,6
Rhododendron_anthosphaerum,43
Rhododendron_arborescens,196
Rhododendron_arboreum,76
Rhododendron_argipeplum,2
Rhododendron_argyrophyllum,34
Rhododendron_arizelum,35
Rhododendron_asterochnoum,9
Rhododendron_auriculatum,8
Rhododendron_barbatum,17
Rhododendron_basilicum,9
Rhododendron_beesianum,56
Rhododendron_brevinerve,14
Rhododendron_calendulaceum,600
Rhododendron_calophytum,26
Rhododendron_campanulatum,39
Rhododendron_campylocarpum,31
Rhododendron_canescens,539
Rhododendron_chihsinianum,2
Rhododendron_ciliicalyx,48
Rhododendron_coeloneurum,7
Rhododendron_coriaceum,25
Rhododendron_coryanum,7
Rhododendron_crinigerum,17
Rhododendron_cyanocarpum,10
Rhododendron_dasycladoides,4
Rhododendron_davidii,18
Rhododendron_decorum,184
Rhododendron_delavayi,112
Rhododendron_dignabile,7
Rhododendron_discolor,18
Rhododendron_eastmanii,3
Rhododendron_erosum,1
Rhododendron_exasperatum,2
Rhododendron_facetum,33
Rhododendron_faucium,11
Rhododendron_floribundum,14
Rhododendron_flosculum,2
Rhododendron_formosanum,167
Rhododendron_fortunei,47
Rhododendron_fulvum,46
Rhododendron_galactinum,4
Rhododendron_glischrum,19
Rhododendron_grande,4
Rhododendron_griffithianum,2
Rhododendron_guangnanense,1
Rhododendron_hancockii,18
Rhododendron_hemsleyanum,6
Rhododendron_hirtipes,11
Rhododendron_hodgsonii,6
Rhododendron_huanum,3
Rhododendron_hunnewellianum,7
Rhododendron_hylaeum,8
Rhododendron_irroratum,76
Rhododendron_konori,71
Rhododendron_lacteum,15
Rhododendron_longipes,6
Rhododendron_lukiangense,41
Rhododendron_mackenzianum,5
Rhododendron_maculiferum,19
Rhododendron_maddenii,56
Rhododendron_mallotum,6
Rhododendron_maoerense,1
Rhododendron_mariesii,145
Rhododendron_maximum,1239
Rhododendron_mengtszense,3
Rhododendron_mitriforme,7
Rhododendron_morii,79
Rhododendron_moulmainense,126
Rhododendron_niveum,2
Rhododendron_nuttallii,9
Rhododendron_ochraceum,10
Rhododendron_oligocarpum,4
Rhododendron_orbiculare,23
Rhododendron_oreodoxa,36
Rhododendron_oreotrephes,52
Rhododendron_pachyphyllum,3
Rhododendron_pachypodum,42
Rhododendron_pachytrichum,29
Rhododendron_pingianum,9
Rhododendron_platypodum,7
Rhododendron_polylepis,24
Rhododendron_populare,1
Rhododendron_praestans,12
Rhododendron_protistum,23
Rhododendron_prunifolium,8
Rhododendron_pudorosum,2
Rhododendron_retusum,11
Rhododendron_rex,63
Rhododendron_ririei,8
Rhododendron_rothschildii,5
Rhododendron_rubiginosum,102
Rhododendron_schlippenbachii,28
Rhododendron_selense,37
Rhododendron_sherriffii,1
Rhododendron_sidereum,16
Rhododendron_sikangense,9
Rhododendron_sinofalconeri,7
Rhododendron_sinogrande,41
Rhododendron_sinonuttallii,11
Rhododendron_spanotrichum,3
Rhododendron_stamineum,63
Rhododendron_strigillosum,18
Rhododendron_tanastylum,28
Rhododendron_thomsonii,9
Rhododendron_tianlinense,1
Rhododendron_traillianum,47
Rhododendron_triflorum,16
Rhododendron_truncatovarium,1
Rhododendron_tutcherae,9
Rhododendron_uvariifolium,47
Rhododendron_vernicosum,62
Rhododendron_vesiculiferum,1
Rhododendron_viscosum,810
Rhododendron_wardii,78
Rhododendron_watsonii,13
Rhododendron_websterianum,9
Rhododendron_westlandii,14
Rhododendron_weyrichii,96
Rhododendron_zaleucum,19
Rhododendron_ziyuanense,3
Rhodognaphalon_brevicuspe,34
Rhodognaphalon_lukayense,9
Rhodolaena_acutifolia,20
Rhodolaena_altivola,20
Rhodolaena_bakeriana,56
Rhodolaena_coriacea,48
Rhodolaena_humblotii,30
Rhodolaena_leroyana,7
Rhodolaena_macrocarpa,5
Rhodoleia_championii,42
Rhodoleia_forrestii,8
Rhodoleia_henryi,3
Rhodoleia_macrocarpa,2
Rhodoleia_parvipetala,19
Rhodoleia_stenopetala,3
Rhodomyrtus_elegans,28
Rhodomyrtus_kaweaensis,2
Rhodomyrtus_lanata,37
Rhodomyrtus_locellata,23
Rhodomyrtus_macrocarpa,246
Rhodomyrtus_mengenensis,2
Rhodomyrtus_montana,4
Rhodomyrtus_obovata,4
Rhodomyrtus_pervagata,157
Rhodomyrtus_pinnatinervis,35
Rhodomyrtus_psidioides,508
Rhodomyrtus_sericea,90
Rhodomyrtus_takeuchii,1
Rhodomyrtus_tomentosa,227
Rhodomyrtus_trineura,343
Rhodostemonodaphne_anomala,8
Rhodostemonodaphne_antioquensis,3
Rhodostemonodaphne_avilensis,3
Rhodostemonodaphne_capixabensis,26
Rhodostemonodaphne_crenaticupula,77
Rhodostemonodaphne_curicuriariensis,1
Rhodostemonodaphne_cyclops,8
Rhodostemonodaphne_debilis,3
Rhodostemonodaphne_dioica,17
Rhodostemonodaphne_elephantopus,5
Rhodostemonodaphne_frontinensis,2
Rhodostemonodaphne_grandis,118
Rhodostemonodaphne_juruensis,46
Rhodostemonodaphne_kunthiana,517
Rhodostemonodaphne_laxa,31
Rhodostemonodaphne_leptoclada,1
Rhodostemonodaphne_licanioides,16
Rhodostemonodaphne_longiflora,8
Rhodostemonodaphne_longipetiolata,5
Rhodostemonodaphne_macrocalyx,154
Rhodostemonodaphne_mirecolorata,4
Rhodostemonodaphne_morii,9
Rhodostemonodaphne_napoensis,8
Rhodostemonodaphne_negrensis,30
Rhodostemonodaphne_ovatifolia,2
Rhodostemonodaphne_parvifolia,7
Rhodostemonodaphne_peneia,31
Rhodostemonodaphne_praeclara,51
Rhodostemonodaphne_recurva,12
Rhodostemonodaphne_revolutifolia,6
Rhodostemonodaphne_rufovirgata,5
Rhodostemonodaphne_scandens,29
Rhodostemonodaphne_sordida,15
Rhodostemonodaphne_synandra,13
Rhodostemonodaphne_tumucumaquensis,3
Rhodostemonodaphne_velutina,7
Rhodothyrsus_hirsutus,4
Rhodothyrsus_macrophyllus,200
Rhoicissus_revoilii,176
Rhoicissus_tridentata,443
Rhoiptelea_chiliantha,32
Rhopaloblaste_ceramica,7
Rhopaloblaste_elegans,1
Rhopaloblaste_ledermanniana,8
Rhopaloblaste_singaporensis,1
Rhopalocarpus_alternifolius,26
Rhopalocarpus_binervius,9
Rhopalocarpus_coriaceus,62
Rhopalocarpus_crassinervius,10
Rhopalocarpus_excelsus,9
Rhopalocarpus_longipetiolatus,18
Rhopalocarpus_louvelii,80
Rhopalocarpus_lucidus,191
Rhopalocarpus_macrorhamnifolius,34
Rhopalocarpus_mollis,9
Rhopalocarpus_parvifolius,6
Rhopalocarpus_randrianaivoi,3
Rhopalocarpus_similis,131
Rhopalocarpus_suarezensis,19
Rhopalocarpus_thouarsianus,21
Rhopalocarpus_undulatus,25
Rhopalopilia_pallens,18
Rhopalostylis_baueri,9
Rhopalostylis_sapida,1902
Rhus_chinensis,661
Rhus_copallinum,2574
Rhus_coriaria,716
Rhus_glabra,2859
Rhus_hypoleuca,10
Rhus_integrifolia,1022
Rhus_kearneyi,60
Rhus_lanceolata,191
Rhus_microphylla,531
Rhus_ovata,1375
Rhus_pachyrrhachis,157
Rhus_perrieri,71
Rhus_potaninii,36
Rhus_punjabensis,74
Rhus_sandwicensis,8
Rhus_taitensis,236
Rhus_terebinthifolia,506
Rhus_thouarsii,91
Rhus_typhina,2109
Rhus_virens,719
Rhynchocalyx_lawsonioides,13
Rhynchosia_divaricata,13
Rhytidanthera_splendida,33
Rhytidophyllum_grande,15
Ribes_albifolium,1
Ribes_brachybotrys,20
Ribes_canescens,6
Ribes_cuneifolium,21
Ribes_ecuadorense,39
Ribes_viscosum,9
Richeria_dressleri,74
Richeria_grandis,1098
Richeria_tomentosa,24
Ricinocarpos_stylosus,78
Ricinocarpos_verrucosus,23
Ricinodendron_heudelotii,213
Ricinus_communis,5818
Rinorea_albidiflora,16
Rinorea_amapensis,119
Rinorea_angustifolia,219
Rinorea_arborea,241
Rinorea_aylmeri,27
Rinorea_bahiensis,65
Rinorea_batesii,14
Rinorea_bengalensis,61
Rinorea_beniensis,20
Rinorea_brachypetala,71
Rinorea_brachythrix,5
Rinorea_brevipes,69
Rinorea_breviracemosa,59
Rinorea_bullata,7
Rinorea_camptoneura,49
Rinorea_cerasifolia,47
Rinorea_claessensii,25
Rinorea_convallarioides,36
Rinorea_cordata,1
Rinorea_crassifolia,3
Rinorea_dasyadena,142
Rinorea_deflexa,9
Rinorea_deflexiflora,155
Rinorea_dentata,139
Rinorea_domatiosa,6
Rinorea_ebolowensis,8
Rinorea_elliptica,23
Rinorea_endotricha,7
Rinorea_falcata,252
Rinorea_ferruginea,50
Rinorea_flavescens,409
Rinorea_greveana,69
Rinorea_guatemalensis,315
Rinorea_guianensis,357
Rinorea_haughtii,10
Rinorea_hirsuta,33
Rinorea_hummelii,410
Rinorea_hymenosepala,2
Rinorea_ilicifolia,259
Rinorea_keayi,7
Rinorea_kibbiensis,42
Rinorea_laevigata,19
Rinorea_laurentii,9
Rinorea_leiophylla,48
Rinorea_lindeniana,909
Rinorea_longicuspis,124
Rinorea_longiracemosa,17
Rinorea_longistipulata,6
Rinorea_macrocarpa,340
Rinorea_marginata,2
Rinorea_maximiliani,3
Rinorea_melanodonta,35
Rinorea_mildbraedii,29
Rinorea_multivenosa,19
Rinorea_neglecta,157
Rinorea_oblongifolia,257
Rinorea_ovalifolia,75
Rinorea_paniculata,342
Rinorea_pectinosquamata,7
Rinorea_preussii,20
Rinorea_pubiflora,1084
Rinorea_pugionifera,45
Rinorea_racemosa,399
Rinorea_ramiziana,9
Rinorea_riana,278
Rinorea_rubra,6
Rinorea_rubrotincta,11
Rinorea_scheffleri,5
Rinorea_sclerocarpa,9
Rinorea_sprucei,79
Rinorea_subsessilis,94
Rinorea_sylvatica,81
Rinorea_tshingandaensis,4
Rinorea_ulmifolia,8
Rinorea_urschii,37
Rinorea_uxpanapana,4
Rinorea_vaupesana,11
Rinorea_villosiflora,1
Rinorea_viridifolia,578
Rinorea_welwitschii,275
Rinorea_zygomorpha,18
Rinoreocarpus_ulei,459
Riodocea_pulcherrima,7
Ristantia_gouldii,18
Ristantia_pachysperma,55
Ristantia_waterhousei,10
Ritchiea_albersii,99
Ritchiea_aprevaliana,23
Ritchiea_capparoides,282
Rivea_hypocrateriformis,3
Robbrechtia_grandifolia,40
Robinia_hispida,619
Robinia_neomexicana,719
Robinia_pseudoacacia,34184
Robinia_viscosa,189
Robinsonella_brevituba,9
Robinsonella_cordata,46
Robinsonella_densiflora,9
Robinsonella_lindeniana,17
Robinsonella_macvaughii,5
Robinsonella_mirandae,152
Robinsonella_pleiopoda,3
Robinsonella_samaricarpa,38
Robinsonella_speciosa,38
Robynsia_glabrata,22
Rochefortia_acanthophora,51
Rochefortia_spinosa,16
Rockinghamia_angustifolia,139
Rockinghamia_brevipes,46
Rogersonanthus_arboreus,27
Rogersonanthus_quelchii,14
Rogiera_amoena,296
Rogiera_cordata,116
Rogiera_edwardsii,15
Rogiera_ligustroides,42
Rogiera_nicaraguensis,21
Rogiera_standleyana,2
Rogiera_stenosiphon,155
Rojasianthe_superba,21
Romeroa_verticillata,9
Ronabea_latifolia,643
Rondeletia_adamsii,3
Rondeletia_aristeguietae,7
Rondeletia_barahonensis,7
Rondeletia_belizensis,23
Rondeletia_berteroana,3
Rondeletia_brachyphylla,1
Rondeletia_brauseana,1
Rondeletia_brigandina,1
Rondeletia_carnea,7
Rondeletia_chinajensis,4
Rondeletia_christii,11
Rondeletia_clarendonensis,1
Rondeletia_conferta,8
Rondeletia_exasperata,2
Rondeletia_fuertesii,3
Rondeletia_glauca,2
Rondeletia_hameliifolia,35
Rondeletia_harrisii,2
Rondeletia_hirsuta,1
Rondeletia_hirta,3
Rondeletia_inermis,36
Rondeletia_nalgensis,1
Rondeletia_nimanimae,1
Rondeletia_ochracea,37
Rondeletia_orinocensis,9
Rondeletia_panamensis,33
Rondeletia_parviflora,8
Rondeletia_pilosa,3
Rondeletia_portlandensis,1
Rondeletia_portoricensis,13
Rondeletia_purdiei,40
Rondeletia_racemosa,1
Rondeletia_roynaefolia,1
Rondeletia_stipularis,2
Roscheria_melanochaetes,3
Rosenbergiodendron_formosum,163
Rosenbergiodendron_longiflorum,257
Roseodendron_chryseum,33
Roseodendron_donnell-smithii,102
Rotheca_farinosa,1
Rotheca_myricoides,413
Rotheca_sansibarensis,24
Rotheca_wildii,9
Rothmannia_capensis,89
Rothmannia_ebamutensis,10
Rothmannia_engleriana,106
Rothmannia_fischeri,100
Rothmannia_globosa,57
Rothmannia_hispida,160
Rothmannia_libisa,13
Rothmannia_longiflora,325
Rothmannia_lujae,51
Rothmannia_macrocarpa,40
Rothmannia_macrosiphon,38
Rothmannia_manganjae,33
Rothmannia_mayumbensis,8
Rothmannia_munsae,51
Rothmannia_octomera,124
Rothmannia_ravae,42
Rothmannia_talbotii,82
Rothmannia_urcelliformis,210
Rothmannia_whitfieldii,295
Roucheria_calophylla,140
Roucheria_columbiana,210
Roucheria_laxiflora,81
Roucheria_schomburgkii,24
Roupala_asplenioides,47
Roupala_barnettiae,3
Roupala_brachybotrys,2
Roupala_caparoensis,7
Roupala_consimilis,64
Roupala_cordifolia,16
Roupala_dielsii,27
Roupala_filiflora,10
Roupala_glaberrima,119
Roupala_longepetiolata,36
Roupala_meisneri,124
Roupala_mexicana,4
Roupala_monosperma,170
Roupala_montana,3844
Roupala_nitida,26
Roupala_nonscripta,1
Roupala_obtusata,167
Roupala_pachypoda,83
Roupala_pallida,14
Roupala_paulensis,91
Roupala_percoriacea,7
Roupala_pseudocordata,38
Roupala_psilocarpa,6
Roupala_sculpta,10
Roupala_sessiliflora,4
Roupala_spicata,2
Roupala_steinbachii,2
Roupala_suaveolens,48
Rourea_adenophora,19
Rourea_amazonica,219
Rourea_antioquensis,13
Rourea_bahiensis,20
Rourea_blanchetiana,4
Rourea_coccinea,198
Rourea_induta,811
Rourea_martiana,28
Rourea_orientalis,229
Rourea_pseudogardneriana,5
Rourea_puberula,54
Rourea_surinamensis,84
Rourea_thomsonii,260
Rousseauxia_chrysophylla,15
Rousseauxia_tamatavensis,3
Roystonea_altissima,6
Roystonea_dunlapiana,9
Roystonea_lenis,2
Roystonea_maisiana,2
Roystonea_oleracea,37
Roystonea_princeps,4
Roystonea_regia,88
Roystonea_stellata,1
Roystonea_violacea,1
Ruagea_glabra,517
Ruagea_hirsuta,107
Ruagea_insignis,98
Ruagea_membranacea,8
Ruagea_microphylla,9
Ruagea_ovalis,32
Ruagea_pubescens,182
Ruagea_smithii,7
Ruagea_tomentosa,6
Ruagea_trisperma,91
Rudgea_amplexicaulis,14
Rudgea_apodantha,3
Rudgea_ayangannensis,2
Rudgea_bracteata,74
Rudgea_cardonae,5
Rudgea_ciliata,74
Rudgea_citrifolia,25
Rudgea_colombiana,63
Rudgea_coriacea,133
Rudgea_cornifolia,1252
Rudgea_coronata,81
Rudgea_crassifolia,21
Rudgea_crassiloba,258
Rudgea_erioloba,191
Rudgea_erythrocarpa,11
Rudgea_foveolata,26
Rudgea_gardenioides,120
Rudgea_graciliflora,121
Rudgea_grandifructa,17
Rudgea_hemisphaerica,8
Rudgea_hostmanniana,283
Rudgea_insignis,5
Rudgea_interrupta,69
Rudgea_isthmensis,8
Rudgea_jasminoides,1044
Rudgea_karstenii,8
Rudgea_laevis,17
Rudgea_lanceifolia,146
Rudgea_longiflora,105
Rudgea_loretensis,23
Rudgea_magna,1
Rudgea_mcphersonii,6
Rudgea_minor,68
Rudgea_monofructus,47
Rudgea_mouririoides,8
Rudgea_nebulicola,7
Rudgea_nodosa,52
Rudgea_obesiflora,11
Rudgea_pachyphylla,7
Rudgea_palicoureoides,72
Rudgea_panamensis,4
Rudgea_panurensis,155
Rudgea_pittieri,64
Rudgea_raveniana,60
Rudgea_recurva,241
Rudgea_reducticalyx,105
Rudgea_reticulata,54
Rudgea_sanblasensis,4
Rudgea_sclerocalyx,227
Rudgea_sessilis,164
Rudgea_skutchii,146
Rudgea_sprucei,2
Rudgea_stenophylla,21
Rudgea_stipulacea,237
Rudgea_tambillensis,6
Rudgea_tayloriae,4
Rudgea_tomentosa,99
Rudgea_trianae,14
Rudgea_triflora,48
Rudgea_trifurcata,40
Rudgea_umbrosa,29
Rudgea_vellerea,47
Rudgea_verticillata,144
Rudgea_viburnoides,1045
Ruellia_chartacea,104
Ruizia_cordata,1
Ruizodendron_ovale,278
Ruizterania_albiflora,131
Ruizterania_cassiquiarensis,35
Ruizterania_clavata,6
Ruizterania_esmeraldae,34
Ruizterania_ferruginea,77
Ruizterania_gardneriana,21
Ruizterania_obtusata,38
Ruizterania_retusa,180
Ruizterania_rigida,7
Ruizterania_sacculata,6
Ruizterania_trichanthera,13
Ruizterania_wittrockii,111
Ruprechtia_aperta,13
Ruprechtia_apetala,198
Ruprechtia_apurensis,11
Ruprechtia_brachysepala,124
Ruprechtia_brachystachya,17
Ruprechtia_carina,7
Ruprechtia_chiapensis,105
Ruprechtia_costaricensis,24
Ruprechtia_costata,94
Ruprechtia_crenata,5
Ruprechtia_cruegeri,21
Ruprechtia_curranii,5
Ruprechtia_exploratricis,58
Ruprechtia_fusca,199
Ruprechtia_glauca,26
Ruprechtia_jamesonii,4
Ruprechtia_laevigata,6
Ruprechtia_latifunda,5
Ruprechtia_laxiflora,970
Ruprechtia_lundii,28
Ruprechtia_maracensis,7
Ruprechtia_nicaraguensis,29
Ruprechtia_obovata,2
Ruprechtia_pallida,92
Ruprechtia_peruviana,3
Ruprechtia_ramiflora,141
Ruprechtia_salicifolia,64
Ruprechtia_standleyana,8
Ruprechtia_tangarana,57
Ruprechtia_tenuiflora,97
Ruptiliocarpon_caracolito,110
Rustia_alba,6
Rustia_angustifolia,13
Rustia_bilsana,5
Rustia_condamineoides,7
Rustia_costaricensis,35
Rustia_dressleri,7
Rustia_formosa,188
Rustia_gracilis,18
Rustia_occidentalis,123
Rustia_rubra,39
Rustia_schunkeana,32
Rustia_simpsonii,4
Rustia_thibaudioides,5
Rustia_venezuelensis,2
Rustia_viridiflora,7
Rutidea_orientalis,80
Ryania_angustifolia,171
Ryania_canescens,46
Ryania_mansoana,35
Ryania_pyrifera,122
Ryania_speciosa,1126
Ryania_spruceana,105
Ryparosa_javanica,43
Rytigynia_acuminatissima,6
Rytigynia_adenodonta,27
Rytigynia_binata,11
Rytigynia_bridsoniae,31
Rytigynia_bugoyensis,44
Rytigynia_caudatissima,8
Rytigynia_celastroides,94
Rytigynia_dewevrei,16
Rytigynia_dubiosa,7
Rytigynia_eickii,36
Rytigynia_hirsutiflora,8
Rytigynia_kigeziensis,22
Rytigynia_lecomtei,7
Rytigynia_lichenoxenos,36
Rytigynia_longipedicellata,4
Rytigynia_macrura,3
Rytigynia_membranacea,12
Rytigynia_monantha,57
Rytigynia_neglecta,29
Rytigynia_nodulosa,4
Rytigynia_pseudolongicaudata,22
Rytigynia_rubiginosa,4
Rytigynia_ruwenzoriensis,14
Rytigynia_senegalensis,131
Rytigynia_squamata,1
Rytigynia_uhligii,60
Rytigynia_umbellulata,202
Rytigynia_verruculosa,17
Sabal_bermudana,1
Sabal_causiarum,32
Sabal_domingensis,6
Sabal_gretherae,13
Sabal_maritima,11
Sabal_mauritiiformis,232
Sabal_mexicana,265
Sabal_minor,673
Sabal_palmetto,1152
Sabal_pumos,18
Sabal_rosei,26
Sabal_uresana,32
Sabal_yapa,165
Sabicea_dewevrei,29
Sacleuxia_tuberosa,1
Sacoglottis_amazonica,52
Sacoglottis_ceratocarpa,40
Sacoglottis_cydonioides,67
Sacoglottis_gabonensis,152
Sacoglottis_guianensis,675
Sacoglottis_holdridgei,7
Sacoglottis_maguirei,1
Sacoglottis_mattogrossensis,673
Sacoglottis_ovicarpa,53
Sacoglottis_trichogyna,69
Sageraea_elliptica,11
Sageraea_lanceolata,10
Sageraea_sarawakensis,1
Sageretia_henryi,30
Sageretia_laxiflora,11
Sageretia_paucicostata,29
Sageretia_rugosa,36
Sagotia_brachysepala,201
Sagotia_racemosa,411
Sagraea_capillaris,6
Sagraea_woodsii,2
Sakoanala_madagascariensis,4
Sakoanala_villosa,11
Salacca_glabrescens,2
Salacca_wallichiana,9
Salacia_bussei,5
Salacia_chinensis,46
Salacia_cordata,324
Salacia_crassifolia,379
Salacia_elliptica,1080
Salacia_gigantea,116
Salacia_grandifolia,83
Salacia_impressifolia,432
Salacia_insignis,81
Salacia_juruana,84
Salacia_lehmbachii,176
Salacia_leptoclada,23
Salacia_loloensis,92
Salacia_maburensis,23
Salacia_macrantha,149
Salacia_mannii,56
Salacia_multiflora,199
Salacia_ndakala,4
Salacia_negrensis,22
Salacia_opacifolia,29
Salacia_pachyphylla,1
Salacia_pallescens,114
Salacia_panamensis,16
Salacia_petenensis,89
Salacia_pyriformis,60
Salacia_rhodesiaca,6
Salacia_solimoesensis,36
Salacia_spectabilis,43
Salacia_stuhlmanniana,53
Salix_abscondita,8
Salix_acmophylla,303
Salix_acutifolia,268
Salix_aegyptiaca,4
Salix_alaxensis,672
Salix_alba,7630
Salix_amygdaloides,2088
Salix_appendiculata,1225
Salix_arbusculoides,600
Salix_arbutifolia,2
Salix_argyrophegga,7
Salix_atrocinerea,13914
Salix_babylonica,1140
Salix_balansaei,1
Salix_balfouriana,9
Salix_barclayi,692
Salix_bebbiana,3600
Salix_bhutanensis,2
Salix_bikouensis,1
Salix_biondiana,5
Salix_bonplandiana,1206
Salix_breweri,140
Salix_caprea,83146
Salix_capusii,14
Salix_cardiophylla,66
Salix_caroliniana,1068
Salix_cavaleriei,28
Salix_chaenomeloides,263
Salix_cheilophila,46
Salix_chekiangensis,3
Salix_chevalieri,1
Salix_chienii,17
Salix_chikungensis,3
Salix_coluteoides,1
Salix_daltoniana,27
Salix_daphnoides,2005
Salix_delavayana,29
Salix_denticulata,28
Salix_discolor,1648
Salix_divergentistyla,3
Salix_elbursensis,7
Salix_eleagnos,3774
Salix_eriocephala,1680
Salix_erioclada,6
Salix_etosia,6
Salix_excelsa,22
Salix_exigua,3939
Salix_famelica,94
Salix_fargesii,15
Salix_floridana,6
Salix_fulvopubescens,50
Salix_geyeriana,1253
Salix_glauca,14807
Salix_gmelinii,218
Salix_gooddingii,1461
Salix_gussonei,1
Salix_heterochroma,22
Salix_hookeriana,323
Salix_hukaoana,3
Salix_hylonoma,20
Salix_interior,2372
Salix_irrorata,328
Salix_kangensis,1
Salix_kouytchensis,4
Salix_kusanoi,24
Salix_laevigata,1602
Salix_lasiandra,1355
Salix_lasiolepis,3135
Salix_ledermannii,10
Salix_leveilleana,3
Salix_ligulifolia,469
Salix_lucida,3209
Salix_lutea,780
Salix_maccalliana,147
Salix_magnifica,9
Salix_medogensis,1
Salix_melanopsis,608
Salix_mesnyi,25
Salix_michelsonii,1
Salix_miyabeana,56
Salix_monticola,758
Salix_moupinensis,9
Salix_mucronata,301
Salix_myricoides,231
Salix_myrsinifolia,25168
Salix_myrtillifolia,468
Salix_nankingensis,2
Salix_neowilsonii,1
Salix_niedzwieckii,13
Salix_nigra,5141
Salix_nipponica,110
Salix_omeiensis,6
Salix_oreinoma,9
Salix_paraplesia,31
Salix_pedicellata,485
Salix_pellita,233
Salix_pentandra,29134
Salix_permollis,2
Salix_petiolaris,821
Salix_phaidima,6
Salix_phanera,9
Salix_pierotii,239
Salix_planifolia,1723
Salix_prolixa,411
Salix_pseudomedemii,2
Salix_pseudomyrsinites,416
Salix_pseudopentandra,7
Salix_pseudopermollis,1
Salix_pseudowallichiana,3
Salix_psilostigma,4
Salix_purpurea,18660
Salix_pycnostachya,87
Salix_pyrifolia,430
Salix_pyrolifolia,29
Salix_rehderiana,31
Salix_rorida,13
Salix_salviifolia,237
Salix_schwerinii,84
Salix_scouleriana,1989
Salix_sericea,874
Salix_sericocarpa,80
Salix_serissima,423
Salix_sessilifolia,183
Salix_shihtsuanensis,3
Salix_sieboldiana,206
Salix_sinica,19
Salix_sitchensis,968
Salix_sphaeronymphe,7
Salix_taraikensis,28
Salix_taxifolia,405
Salix_tetrasperma,62
Salix_thurberi,110
Salix_triandra,15094
Salix_turanica,26
Salix_udensis,728
Salix_viminalis,29300
Salix_weixiensis,1
Salix_wilhelmsiana,34
Salpianthus_arenarius,227
Salta_triflora,143
Salvadora_australis,25
Salvadora_oleoides,4
Salvadora_persica,325
Salvadoropsis_arenicola,4
Salvertia_convallariodora,768
Salvia_arborescens,1
Salvia_breviflora,62
Salvia_dryophila,9
Salvia_lachnaioclada,1
Salvia_sessei,224
Samaipaticereus_corroanus,6
Samanea_inopinata,250
Samanea_leptophylla,21
Samanea_saman,533
Samanea_tubulosa,364
Sambucus_australis,384
Sambucus_javanica,190
Sambucus_lanceolata,4
Sambucus_nigra,15659
Sambucus_peruviana,107
Sambucus_racemosa,3629
Sambucus_williamsii,104
Sampantaea_amentiflora,3
Sanango_racemosum,61
Sanchezia_klugii,8
Sanchezia_scandens,12
Sandoricum_beccarianum,1
Sandoricum_koetjape,26
Sandwithia_guyanensis,116
Sandwithia_heterocalyx,73
Sankowskya_stipularis,9
Sannantha_bidwillii,71
Sannantha_brachypoda,16
Sannantha_pinifolia,17
Sannantha_pluriflora,787
Sannantha_virgata,53
Sanrafaelia_ruffonammari,11
Santalum_acuminatum,3983
Santalum_album,4
Santalum_ellipticum,35
Santalum_fernandezianum,3
Santalum_freycinetianum,39
Santalum_haleakalae,32
Santalum_paniculatum,20
Santalum_pyrularium,40
Santiria_trimera,761
Santisukia_pagetii,3
Santomasia_steyermarkii,3
Sapindus_delavayi,30
Sapindus_mukorossi,394
Sapindus_oahuensis,9
Sapindus_rarak,14
Sapindus_saponaria,3231
Sapindus_tomentosus,2
Sapindus_trifoliatus,9
Sapindus_vitiensis,5
Sapium_adenodon,9
