"species","IUCNstatus"
"Diospyros_truncatifolia","NotThreatened"
"Diospyros_vescoi","NotThreatened"
"Diospyros_zombensis","NotThreatened"
"Diplokeleba_herzogii","NotEvaluated"
"Diplusodon_virgatus","NotEvaluated"
"Dipterocarpus_intricatus","Threatened"
"Dipterocarpus_obtusifolius","NotThreatened"
"Dipterocarpus_tuberculatus","NotThreatened"
"Dobera_loranthifolia","NotEvaluated"
"Dolichandrone_alba","NotThreatened"
"Dombeya_aethiopica","NotThreatened"
"Dombeya_amaniensis","Vulnerable"
"Dombeya_elliptica","Threatened"
"Dombeya_kirkii","NotEvaluated"
"Dombeya_sahatavyensis","Threatened"
"Dombeya_taylorii","NotThreatened"
"Dombeya_torrida","NotEvaluated"
"Dovyalis_abyssinica","NotThreatened"
"Dovyalis_hispidula","NotThreatened"
"Dovyalis_macrocalyx","NotThreatened"
"Dovyalis_spinosissima","NotEvaluated"
"Dracaena_afromontana","NotThreatened"
"Dracaena_steudneri","NotThreatened"
"Dracontomelon_laoticum","NotEvaluated"
"Drimys_angustifolia","NotEvaluated"
"Drimys_brasiliensis","NotEvaluated"
"Drypetes_gerrardii","NotThreatened"
"Drypetes_ugandensis","NotEvaluated"
"Drypetes_usambarica","NotThreatened"
"Duguetia_lanceolata","NotThreatened"
"Dulacia_egleri","NotEvaluated"
"Duranta_vestita","NotThreatened"
"Duroia_prancei","NotThreatened"
"Ehretia_bakeri","NotThreatened"
"Ehretia_decaryi","Threatened"
"Elaeocarpus_harmandii","NotEvaluated"
"Elaeocarpus_rufovestitus","Vulnerable"
"Ellipanthus_hemandradenioides","NotThreatened"
"Empogona_acidophylla","Vulnerable"
"Endlicheria_lhotzkyi","Vulnerable"
"Entada_africana","NotThreatened"
"Entandrophragma_excelsum","NotThreatened"
"Entandrophragma_spicatum","NotEvaluated"
"Enterolobium_gummiferum","NotThreatened"
"Eremanthus_cinctus","NotThreatened"
"Eremanthus_goyazensis","NotThreatened"
"Eremanthus_mattogrossensis","NotThreatened"
"Erica_kingaensis","NotEvaluated"
"Erica_trimera","NotEvaluated"
"Eriotheca_candolleana","NotThreatened"
"Eriotheca_gracilipes","NotEvaluated"
"Eriotheca_pubescens","NotEvaluated"
"Erismanthus_sinensis","NotEvaluated"
"Erythrina_abyssinica","NotThreatened"
"Erythrina_burana","NotThreatened"
"Erythrina_crista-galli","NotThreatened"
"Erythrina_excelsa","NotEvaluated"
"Erythrina_haerdii","Vulnerable"
"Erythrina_orophila","Threatened"
"Erythrina_senegalensis","NotThreatened"
"Erythrina_sigmoidea","NotThreatened"
"Erythrina_speciosa","NotThreatened"
"Erythrococca_bongensis","NotThreatened"
"Erythrococca_fischeri","NotEvaluated"
"Erythrococca_polyandra","NotThreatened"
"Erythrococca_trichogyne","NotThreatened"
"Erythroxylum_ambiguum","NotThreatened"
"Erythroxylum_argentinum","NotEvaluated"
"Erythroxylum_buxus","NotEvaluated"
"Erythroxylum_campestre","NotEvaluated"
"Erythroxylum_capitatum","Vulnerable"
"Erythroxylum_cuneifolium","NotThreatened"
"Erythroxylum_cuspidifolium","NotThreatened"
"Erythroxylum_daphnites","NotThreatened"
"Erythroxylum_deciduum","NotThreatened"
"Erythroxylum_delagoense","NotEvaluated"
"Erythroxylum_engleri","NotThreatened"
"Erythroxylum_fischeri","NotEvaluated"
"Erythroxylum_myrsinites","NotThreatened"
"Erythroxylum_pelleterianum","NotThreatened"
"Erythroxylum_tortuosum","NotThreatened"
"Escallonia_bifida","NotThreatened"
"Eschweilera_nana","NotThreatened"
"Esenbeckia_densiflora","NotEvaluated"
"Esenbeckia_febrifuga","NotEvaluated"
"Esenbeckia_hieronymi","NotEvaluated"
"Esenbeckia_leiocarpa","Vulnerable"
"Esenbeckia_oligantha","Threatened"
"Eucalyptus_arcana","Threatened"
"Eucalyptus_arenacea","NotThreatened"
"Eucalyptus_aromaphloia","Vulnerable"
"Eucalyptus_falciformis","Vulnerable"
"Eucalyptus_fasciculosa","Vulnerable"
"Eucalyptus_kitsoniana","Threatened"
"Eucalyptus_paludicola","Threatened"
"Eucalyptus_relicta","Vulnerable"
"Eucalyptus_splendens","Threatened"
"Eucalyptus_verrucata","NotThreatened"
"Eucalyptus_willisii","NotThreatened"
"Eucalyptus_woollsiana","Threatened"
"Eugenia_angustissima","NotEvaluated"
"Eugenia_aurata","NotEvaluated"
"Eugenia_bimarginata","NotThreatened"
"Eugenia_boliviana","Vulnerable"
"Eugenia_bukobensis","NotThreatened"
"Eugenia_burkartiana","NotEvaluated"
"Eugenia_cereja","NotEvaluated"
"Eugenia_chavarriae","NotEvaluated"
"Eugenia_complicata","NotThreatened"
"Eugenia_coronata","NotThreatened"
"Eugenia_corrientina","NotEvaluated"
"Eugenia_cydoniifolia","Vulnerable"
"Eugenia_decussata","NotEvaluated"
"Eugenia_dimorpha","NotEvaluated"
"Eugenia_earthiana","NotEvaluated"
"Eugenia_francavilleana","NotThreatened"
"Eugenia_gemmiflora","NotEvaluated"
"Eugenia_gracillima","NotEvaluated"
"Eugenia_handroana","NotThreatened"
"Eugenia_handroi","NotThreatened"
"Eugenia_hartshornii","NotEvaluated"
"Eugenia_hiemalis","NotEvaluated"
"Eugenia_involucrata","NotThreatened"
"Eugenia_kleinii","NotThreatened"
"Eugenia_klotzschiana","NotEvaluated"
"Eugenia_langsdorffii","NotThreatened"
"Eugenia_lithosperma","NotEvaluated"
